,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,year,month,day,day_of_week,hour
283,2.0,1102,10.4,994,107,87,1599,783,21.3,28.1,0.7067,2004,3,22,1,13
284,2.2,1100,11.2,1021,133,99,1607,822,21.3,26.1,0.6539,2004,3,22,1,14
285,2.1,1094,10.7,1003,130,99,1574,813,21.3,26.8,0.6681,2004,3,22,1,15
286,2.3,1076,11.6,1034,150,101,1544,813,21.3,24.2,0.606,2004,3,22,1,16
287,2.6,1152,12.4,1062,138,103,1606,850,20.2,28.5,0.6682,2004,3,22,1,17
288,3.8,1407,18.3,1249,213,129,1932,1276,17.0,43.1,0.8264,2004,3,22,1,18
289,4.4,1438,21.0,1325,232,143,1993,1401,15.6,47.4,0.8347,2004,3,22,1,19
290,4.5,1425,21.0,1325,238,146,1965,1356,15.3,47.4,0.8178,2004,3,22,1,20
291,3.3,1279,14.5,1131,180,124,1758,1243,14.5,49.7,0.8177,2004,3,22,1,21
292,2.0,1132,8.4,916,128,113,1561,1083,13.9,52.0,0.8231,2004,3,22,1,22
293,1.1,1006,4.3,729,65,80,1370,795,14.5,49.4,0.8106,2004,3,22,1,23
294,0.9,982,3.8,700,53,72,1359,735,13.8,51.4,0.8071,2004,3,23,2,0
295,0.8,969,2.7,636,47,64,1309,684,14.0,51.3,0.8163,2004,3,23,2,1
296,0.7,941,2.5,621,51,70,1330,714,13.0,56.8,0.8444,2004,3,23,2,2
297,0.5,892,1.2,522,141,96,1285,456,11.0,70.0,0.9215,2004,3,23,2,3
298,1.5,855,0.8,478,20,31,1261,401,10.1,76.8,0.9483,2004,3,23,2,4
299,0.3,834,0.6,459,13,22,1212,361,8.8,80.5,0.9147,2004,3,23,2,5
300,0.5,909,1.8,567,33,47,1287,418,9.6,75.4,0.9004,2004,3,23,2,6
301,1.1,1061,4.6,745,103,88,1429,616,9.8,75.0,0.9093,2004,3,23,2,7
302,3.0,1441,14.2,1124,224,130,1829,1089,10.0,74.2,0.9117,2004,3,23,2,8
303,3.8,1498,21.0,1325,244,132,2095,1329,11.2,69.7,0.9232,2004,3,23,2,9
304,3.4,1343,16.2,1185,237,132,1857,1311,12.0,62.9,0.8803,2004,3,23,2,10
305,3.0,1308,15.5,1166,220,131,1794,1236,12.8,55.8,0.821,2004,3,23,2,11
306,2.7,1209,13.4,1097,207,129,1746,1147,13.1,54.8,0.8234,2004,3,23,2,12
307,3.5,1310,16.9,1207,208,132,1847,1301,13.8,53.4,0.8351,2004,3,23,2,13
308,2.8,1171,12.4,1064,160,110,1639,1097,16.0,42.4,0.7674,2004,3,23,2,14
309,1.9,1112,10.1,980,131,99,1589,900,14.1,49.8,0.7971,2004,3,23,2,15
310,2.0,1132,8.7,927,128,100,1570,781,12.0,61.1,0.8537,2004,3,23,2,16
311,3.0,1225,13.8,1111,176,122,1719,1013,13.6,54.6,0.8465,2004,3,23,2,17
312,1.9,1065,9.3,953,107,97,1514,790,13.7,49.5,0.7695,2004,3,23,2,18
313,2.7,1236,13.0,1084,131,112,1688,1059,11.7,57.1,0.7822,2004,3,23,2,19
314,3.3,1309,14.3,1126,166,128,1722,1205,11.5,58.2,0.7867,2004,3,23,2,20
315,1.7,1089,7.6,884,89,101,1487,975,12.6,54.2,0.7881,2004,3,23,2,21
316,1.3,1000,5.3,776,81,96,1375,896,12.0,54.9,0.7664,2004,3,23,2,22
317,1.3,1041,5.4,782,78,86,1425,911,11.0,61.4,0.8057,2004,3,23,2,23
318,1.2,1045,4.9,756,70,85,1411,902,11.1,62.2,0.8199,2004,3,24,3,0
319,1.1,997,4.6,744,76,79,1405,832,10.8,62.5,0.8082,2004,3,24,3,1
320,0.9,948,2.7,634,43,61,1326,715,11.3,60.0,0.8025,2004,3,24,3,2
321,0.6,878,1.6,551,141,96,1272,683,10.6,61.6,0.7856,2004,3,24,3,3
322,1.5,908,1.7,559,44,66,1287,721,10.2,62.7,0.7813,2004,3,24,3,4
323,0.6,892,1.2,522,34,54,1255,648,10.9,58.6,0.7628,2004,3,24,3,5
324,0.8,954,1.7,561,43,57,1255,612,10.8,57.2,0.7382,2004,3,24,3,6
325,1.2,1045,4.8,751,79,75,1403,800,10.4,59.2,0.7455,2004,3,24,3,7
326,3.1,1383,13.8,1109,174,97,1706,1173,11.0,57.3,0.7501,2004,3,24,3,8
327,4.4,1597,23.7,1395,235,110,2080,1519,11.2,56.9,0.7565,2004,3,24,3,9
328,3.4,1318,14.2,1124,218,113,1770,1287,12.1,54.9,0.7734,2004,3,24,3,10
329,1.7,1138,8.0,898,136,88,1505,966,15.1,44.3,0.7535,2004,3,24,3,11
330,1.5,1098,6.7,842,117,85,1440,828,15.6,40.6,0.7146,2004,3,24,3,12
331,1.7,1118,8.7,927,119,96,1477,825,16.9,34.6,0.6597,2004,3,24,3,13
332,2.2,1170,10.8,1009,126,106,1566,872,16.6,35.6,0.6697,2004,3,24,3,14
333,1.5,1112,6.7,842,100,91,1494,680,11.3,63.9,0.8554,2004,3,24,3,15
334,2.7,1390,11.4,1028,197,126,1730,1002,9.6,81.1,0.972,2004,3,24,3,16
335,2.8,1353,13.4,1096,195,130,1783,1159,11.7,69.1,0.9497,2004,3,24,3,17
336,2.7,1260,12.0,1050,156,111,1722,979,10.7,68.5,0.8794,2004,3,24,3,18
337,4.5,1501,20.2,1302,247,134,2008,1311,10.7,67.3,0.8643,2004,3,24,3,19
338,3.5,1273,14.4,1130,190,136,1744,1071,10.8,65.7,0.8486,2004,3,24,3,20
339,2.6,1179,9.4,955,169,125,1571,899,10.3,66.3,0.8336,2004,3,24,3,21
340,1.7,1047,5.9,809,118,108,1435,766,10.1,66.9,0.8248,2004,3,24,3,22
341,1.3,973,4.5,739,81,87,1354,589,10.4,61.1,0.7717,2004,3,24,3,23
342,1.3,997,4.5,737,80,89,1341,631,10.3,59.9,0.7516,2004,3,25,4,0
343,1.0,970,2.5,621,42,58,1249,479,11.0,58.4,0.7686,2004,3,25,4,1
344,0.7,902,1.8,568,38,54,1253,479,9.1,68.1,0.789,2004,3,25,4,2
345,0.7,921,1.4,538,141,96,1224,417,9.5,68.2,0.8091,2004,3,25,4,3
346,0.5,858,0.9,490,18,28,1212,378,9.3,72.3,0.8496,2004,3,25,4,4
347,0.5,878,0.6,457,12,20,1158,344,9.9,66.8,0.8152,2004,3,25,4,5
348,0.6,893,1.4,540,43,51,1268,413,7.6,83.2,0.8695,2004,3,25,4,6
349,1.1,1038,3.8,697,84,82,1383,605,8.1,79.0,0.8544,2004,3,25,4,7
350,2.7,1320,11.6,1035,184,112,1721,991,8.7,74.6,0.8429,2004,3,25,4,8
351,3.5,1353,17.8,1235,202,119,1937,1175,8.6,75.1,0.8415,2004,3,25,4,9
352,2.3,1133,8.8,933,133,99,1552,923,9.7,69.7,0.8389,2004,3,25,4,10
353,1.6,1066,6.8,849,130,98,1468,829,11.0,64.4,0.8447,2004,3,25,4,11
354,1.3,1027,5.9,809,106,88,1442,733,13.6,53.0,0.8209,2004,3,25,4,12
355,2.0,1106,8.9,935,132,96,1570,819,14.2,48.4,0.778,2004,3,25,4,13
356,1.9,1038,8.2,907,106,81,1492,723,14.2,46.3,0.7438,2004,3,25,4,14
357,1.9,1084,8.6,924,125,92,1501,786,16.0,41.3,0.7462,2004,3,25,4,15
358,2.2,1105,10.1,982,138,105,1545,850,17.7,35.4,0.7094,2004,3,25,4,16
359,2.0,1102,9.4,957,120,88,1527,820,17.1,37.4,0.7225,2004,3,25,4,17
360,2.9,1240,14.6,1137,158,103,1748,991,14.9,40.5,0.6835,2004,3,25,4,18
361,5.2,1443,24.6,1418,253,141,2060,1454,13.4,47.8,0.7293,2004,3,25,4,19
362,4.6,1389,21.6,1341,231,133,1982,1488,12.6,52.5,0.7642,2004,3,25,4,20
363,2.5,1183,10.3,989,150,119,1539,1205,12.2,53.2,0.7555,2004,3,25,4,21
364,1.5,1014,5.7,798,99,106,1376,909,10.6,56.1,0.714,2004,3,25,4,22
365,1.2,979,4.5,736,75,92,1324,769,9.9,59.5,0.7276,2004,3,25,4,23
366,1.7,1048,5.5,787,93,97,1373,835,9.6,61.1,0.7323,2004,3,26,5,0
367,1.4,1024,4.8,753,79,91,1357,793,9.7,61.6,0.7425,2004,3,26,5,1
368,1.2,974,3.6,690,67,83,1313,733,9.4,62.6,0.7398,2004,3,26,5,2
369,0.6,862,1.7,561,141,96,1219,502,8.2,68.5,0.7455,2004,3,26,5,3
370,0.7,925,2.2,602,45,59,1263,562,8.0,69.4,0.7459,2004,3,26,5,4
371,0.8,952,3.0,654,72,73,1312,832,7.7,72.4,0.7655,2004,3,26,5,5
372,0.9,1005,4.0,713,103,78,1363,924,8.0,71.8,0.7711,2004,3,26,5,6
373,1.6,1122,6.7,842,132,90,1438,974,8.5,66.3,0.7375,2004,3,26,5,7
374,3.4,1351,16.7,1201,239,110,1828,1307,9.8,59.6,0.7214,2004,3,26,5,8
375,3.8,1408,19.3,1278,275,114,1928,1481,11.2,57.0,0.7544,2004,3,26,5,9
376,3.1,1304,14.8,1142,232,119,1747,1405,14.8,44.1,0.7407,2004,3,26,5,10
377,2.7,1207,13.4,1098,180,121,1664,1195,16.8,35.3,0.6729,2004,3,26,5,11
378,2.0,1099,11.0,1014,112,97,1503,868,19.2,27.1,0.5976,2004,3,26,5,12
379,2.3,1106,12.5,1068,116,99,1535,874,19.1,26.2,0.5741,2004,3,26,5,13
380,1.9,1009,8.4,916,103,85,1391,738,16.3,30.8,0.5683,2004,3,26,5,14
381,1.3,962,5.3,776,89,75,1279,550,14.2,36.8,0.5922,2004,3,26,5,15
382,1.9,1093,8.8,933,112,87,1454,777,13.4,41.0,0.6292,2004,3,26,5,16
383,2.3,1180,11.2,1023,127,102,1588,966,14.2,43.3,0.6982,2004,3,26,5,17
384,2.4,1168,11.6,1037,125,105,1580,990,12.1,45.6,0.6403,2004,3,26,5,18
385,2.7,1168,12.4,1063,120,98,1540,944,10.4,48.0,0.6046,2004,3,26,5,19
386,2.6,1140,10.6,1000,120,93,1490,962,10.0,51.1,0.628,2004,3,26,5,20
387,1.5,1001,6.0,811,99,91,1308,778,9.8,50.8,0.6172,2004,3,26,5,21
388,1.2,953,4.6,743,79,85,1252,690,9.7,50.4,0.6063,2004,3,26,5,22
389,1.1,972,4.1,715,66,74,1258,644,9.9,50.2,0.6103,2004,3,26,5,23
390,1.5,1021,5.2,776,94,87,1307,753,9.4,53.4,0.63,2004,3,27,6,0
391,1.0,940,3.2,664,70,79,1232,646,8.6,57.8,0.6488,2004,3,27,6,1
392,1.2,1046,4.5,736,75,78,1312,838,8.1,62.1,0.6746,2004,3,27,6,2
393,1.1,1026,3.8,699,141,96,1292,851,7.9,63.5,0.6777,2004,3,27,6,3
394,1.5,983,3.8,698,57,63,1296,801,7.4,64.8,0.6683,2004,3,27,6,4
395,0.8,915,1.9,578,32,48,1212,665,8.2,58.9,0.6444,2004,3,27,6,5
396,0.9,935,2.4,615,54,59,1250,717,6.3,66.6,0.641,2004,3,27,6,6
397,1.1,976,3.3,669,68,65,1266,795,7.2,62.9,0.6396,2004,3,27,6,7
398,1.5,1124,6.7,842,98,71,1418,936,7.2,63.9,0.65,2004,3,27,6,8
399,1.8,1163,8.5,919,128,84,1530,1076,11.1,50.5,0.6654,2004,3,27,6,9
400,2.1,1167,9.7,966,129,93,1520,1016,15.5,36.1,0.6313,2004,3,27,6,10
401,2.1,1121,9.4,955,130,99,1451,834,17.8,29.2,0.592,2004,3,27,6,11
402,1.9,1071,9.0,940,111,93,1449,756,17.6,30.1,0.6013,2004,3,27,6,12
403,2.1,1065,10.0,979,106,96,1467,766,19.1,26.8,0.5861,2004,3,27,6,13
404,2.5,1157,12.6,1072,137,114,1596,905,17.7,28.6,0.5735,2004,3,27,6,14
405,1.9,1046,7.6,883,113,101,1357,765,17.8,28.4,0.5737,2004,3,27,6,15
406,2.2,1147,11.8,1042,122,108,1538,830,18.7,26.0,0.5555,2004,3,27,6,16
407,2.3,1119,11.2,1022,137,117,1508,853,17.1,31.3,0.6038,2004,3,27,6,17
408,2.7,1210,12.4,1062,165,125,1586,981,15.8,36.1,0.644,2004,3,27,6,18
409,3.0,1306,12.9,1079,196,133,1621,1286,14.7,40.1,0.6657,2004,3,27,6,19
410,2.8,1258,12.2,1057,174,119,1633,1244,13.6,44.9,0.6991,2004,3,27,6,20
411,2.2,1148,8.8,930,140,107,1475,1056,12.5,48.1,0.6946,2004,3,27,6,21
412,1.6,1108,6.8,848,102,96,1421,1003,11.8,50.8,0.7042,2004,3,27,6,22
413,2.1,1231,8.6,924,130,105,1483,1245,10.9,56.1,0.7326,2004,3,27,6,23
414,2.3,1293,8.9,937,121,102,1464,1200,10.9,55.9,0.7277,2004,3,28,7,0
415,2.3,1274,8.3,912,111,97,1451,1188,10.3,58.1,0.7278,2004,3,28,7,1
416,1.7,1135,6.3,827,87,79,1395,1070,9.3,62.2,0.7294,2004,3,28,7,2
417,2.2,1151,8.3,911,141,96,1501,1075,8.2,66.7,0.7276,2004,3,28,7,3
418,1.3,1010,5.1,769,77,69,1396,895,8.3,64.9,0.7124,2004,3,28,7,4
419,0.8,870,2.6,626,39,52,1284,755,9.6,58.5,0.7,2004,3,28,7,5
420,1.1,983,3.6,688,77,62,1342,806,7.7,66.4,0.699,2004,3,28,7,6
421,1.4,995,3.6,691,91,69,1321,836,7.4,68.0,0.7043,2004,3,28,7,7
422,1.3,1024,4.7,747,105,75,1382,897,9.7,58.6,0.7035,2004,3,28,7,8
423,1.9,1163,7.5,880,133,83,1486,1073,12.5,50.1,0.7242,2004,3,28,7,9
424,2.3,1218,9.0,938,128,94,1501,1088,16.8,36.9,0.7018,2004,3,28,7,10
425,2.3,1210,9.5,958,126,96,1514,1036,19.2,31.3,0.6887,2004,3,28,7,11
426,1.8,1114,7.7,887,92,86,1438,768,21.3,26.4,0.6607,2004,3,28,7,12
427,1.4,995,5.7,796,66,72,1287,587,21.2,23.1,0.5768,2004,3,28,7,13
428,1.0,927,3.8,700,50,53,1189,452,18.6,25.0,0.5319,2004,3,28,7,14
429,1.4,1002,4.8,754,70,65,1260,470,18.0,27.3,0.5594,2004,3,28,7,15
430,1.3,987,4.3,727,73,70,1244,502,18.2,28.3,0.5848,2004,3,28,7,16
431,1.3,993,4.1,714,77,75,1238,516,17.0,31.4,0.6048,2004,3,28,7,17
432,1.4,1012,4.7,746,86,86,1301,555,15.6,35.0,0.617,2004,3,28,7,18
433,1.9,1114,6.2,823,93,94,1357,671,14.1,40.2,0.6438,2004,3,28,7,19
434,1.8,1093,5.5,789,105,103,1329,788,13.4,43.2,0.6623,2004,3,28,7,20
435,1.1,968,3.3,669,67,81,1246,538,12.3,46.8,0.6686,2004,3,28,7,21
436,1.1,960,3.2,666,63,80,1224,544,11.9,46.5,0.6449,2004,3,28,7,22
437,1.1,942,2.9,648,63,77,1204,500,11.5,46.6,0.6319,2004,3,28,7,23
438,0.9,888,2.2,598,46,58,1156,417,10.6,48.0,0.6135,2004,3,29,1,0
439,0.6,818,1.3,524,21,31,1071,341,10.7,45.8,0.5895,2004,3,29,1,1
440,0.5,840,1.1,509,22,38,1076,352,10.4,46.6,0.5901,2004,3,29,1,2
441,0.7,894,1.3,524,141,96,1095,397,10.1,47.8,0.5913,2004,3,29,1,3
442,0.6,864,1.2,516,39,59,1153,502,11.3,46.9,0.628,2004,3,29,1,4
443,0.7,898,1.7,559,55,70,1180,648,10.1,51.2,0.6341,2004,3,29,1,5
444,0.9,946,2.9,643,76,75,1232,760,9.9,50.7,0.6167,2004,3,29,1,6
445,2.9,1309,14.3,1125,181,103,1687,1183,8.1,56.8,0.615,2004,3,29,1,7
446,4.1,1326,19.7,1289,259,134,1806,1431,10.9,44.1,0.5748,2004,3,29,1,8
447,1.5,966,5.5,786,118,98,1258,705,11.8,37.6,0.5184,2004,3,29,1,9
448,1.5,975,5.6,793,119,97,1254,637,13.9,33.2,0.5222,2004,3,29,1,10
449,1.5,988,5.8,803,123,98,1293,658,15.6,30.1,0.5285,2004,3,29,1,11
450,1.4,971,5.5,786,92,78,1272,546,16.5,29.0,0.5406,2004,3,29,1,12
451,1.6,1010,6.5,833,91,83,1332,561,17.5,27.9,0.5517,2004,3,29,1,13
452,1.5,984,5.5,790,103,92,1268,532,17.9,26.8,0.5446,2004,3,29,1,14
453,1.4,962,5.2,776,102,81,1247,535,18.2,26.1,0.5387,2004,3,29,1,15
454,1.5,1012,5.8,801,94,90,1289,525,18.0,27.1,0.5522,2004,3,29,1,16
455,1.9,1058,7.9,896,98,95,1358,603,17.0,28.9,0.5558,2004,3,29,1,17
456,2.5,1173,10.2,985,126,114,1477,802,16.1,31.3,0.568,2004,3,29,1,18
457,2.1,1127,8.2,907,108,106,1404,796,14.5,35.4,0.5839,2004,3,29,1,19
458,1.6,1020,5.7,797,95,99,1302,689,13.2,37.9,0.5733,2004,3,29,1,20
459,1.2,949,3.8,700,78,90,1178,553,13.1,34.4,0.517,2004,3,29,1,21
460,1.1,930,4.0,710,61,82,1137,509,13.5,28.5,0.4405,2004,3,29,1,22
461,1.0,900,2.8,643,55,74,1089,455,12.4,31.9,0.4583,2004,3,29,1,23
462,1.0,899,2.6,630,57,76,1050,425,13.1,26.8,0.4023,2004,3,30,2,0
463,0.7,866,1.8,569,41,66,1055,436,11.6,33.6,0.4595,2004,3,30,2,1
464,0.7,900,1.7,563,46,73,1130,618,10.5,42.9,0.5442,2004,3,30,2,2
465,0.8,949,1.4,540,141,96,1104,747,11.7,38.7,0.5298,2004,3,30,2,3
466,1.5,897,1.3,529,41,69,1101,693,12.2,37.2,0.5277,2004,3,30,2,4
467,0.7,956,2.3,605,52,71,1117,691,12.9,33.9,0.5037,2004,3,30,2,5
468,1.1,1054,5.3,779,111,98,1266,1013,11.3,40.3,0.5376,2004,3,30,2,6
469,2.6,1343,13.4,1096,191,115,1587,1311,11.9,38.4,0.5341,2004,3,30,2,7
470,4.0,1584,23.8,1399,244,130,1947,1675,13.3,35.6,0.5416,2004,3,30,2,8
471,4.2,1556,21.5,1337,283,150,1852,1689,16.3,28.8,0.5305,2004,3,30,2,9
472,4.7,1565,21.0,1324,320,159,1872,1688,17.9,28.2,0.5741,2004,3,30,2,10
473,3.9,1429,18.4,1251,249,146,1754,1548,18.3,26.6,0.5529,2004,3,30,2,11
474,3.7,1419,18.9,1267,219,138,1763,1490,20.8,22.5,0.5463,2004,3,30,2,12
475,3.4,1373,17.1,1213,200,128,1711,1354,22.4,20.0,0.5352,2004,3,30,2,13
476,2.2,1185,10.4,992,138,97,1448,1014,20.9,21.7,0.5295,2004,3,30,2,14
477,1.9,1122,8.0,897,118,91,1372,831,19.1,26.5,0.579,2004,3,30,2,15
478,1.6,1085,6.2,820,99,81,1325,699,18.1,30.6,0.6295,2004,3,30,2,16
479,2.1,1249,9.7,968,112,99,1527,926,17.3,34.7,0.6788,2004,3,30,2,17
480,2.2,1236,9.6,962,117,101,1532,928,15.8,40.4,0.7228,2004,3,30,2,18
481,2.7,1334,11.9,1047,129,106,1638,1038,15.9,42.0,0.7541,2004,3,30,2,19
482,2.4,1264,8.7,928,132,102,1534,1035,15.9,43.5,0.779,2004,3,30,2,20
483,1.3,1073,4.7,746,73,84,1360,789,15.0,46.1,0.7833,2004,3,30,2,21
484,1.2,1053,3.8,701,68,81,1323,692,15.1,44.6,0.7574,2004,3,30,2,22
485,1.5,1098,4.7,747,80,91,1360,764,14.9,43.5,0.7302,2004,3,30,2,23
486,1.3,1029,3.8,702,68,82,1287,639,14.8,41.0,0.685,2004,3,31,3,0
487,1.0,973,2.7,631,44,64,1240,541,14.8,40.8,0.6814,2004,3,31,3,1
488,0.9,972,2.8,639,47,70,1256,678,14.8,40.8,0.6834,2004,3,31,3,2
489,0.5,832,1.0,496,141,96,1066,381,14.2,36.1,0.5823,2004,3,31,3,3
490,0.5,851,0.8,477,15,26,1064,343,14.5,36.1,0.5928,2004,3,31,3,4
491,0.6,909,1.5,545,44,58,1131,436,14.6,36.0,0.5947,2004,3,31,3,5
492,1.0,1038,3.5,684,85,93,1279,688,14.4,38.5,0.6291,2004,3,31,3,6
493,3.1,1636,15.6,1168,207,110,1926,1438,13.8,58.2,0.9129,2004,3,31,3,7
494,4.1,1580,19.9,1295,230,115,1957,1489,13.2,61.1,0.9256,2004,3,31,3,8
495,2.2,1262,8.6,924,181,125,1576,1093,10.4,74.4,0.9384,2004,3,31,3,9
496,1.7,1197,6.5,837,144,118,1498,965,11.5,71.0,0.9582,2004,3,31,3,10
497,1.9,1277,7.7,886,140,109,1579,1004,12.2,70.0,0.9924,2004,3,31,3,11
498,2.9,1430,11.3,1025,204,123,1772,1166,12.3,73.3,1.0442,2004,3,31,3,12
499,2.2,1242,9.1,944,149,114,1638,991,11.3,78.1,1.0411,2004,3,31,3,13
500,2.6,1349,11.2,1023,171,114,1748,1054,13.6,69.2,1.0746,2004,3,31,3,14
501,3.1,1390,13.5,1100,195,119,1799,1192,14.9,59.3,0.9974,2004,3,31,3,15
502,2.3,1224,10.1,980,152,111,1637,1055,15.7,50.9,0.8997,2004,3,31,3,16
503,2.4,1253,11.3,1026,128,103,1681,1048,15.2,52.9,0.9087,2004,3,31,3,17
504,2.8,1312,11.8,1041,121,103,1712,1073,15.5,50.8,0.8881,2004,3,31,3,18
505,2.7,1254,11.5,1033,142,107,1669,1068,14.3,52.9,0.8581,2004,3,31,3,19
506,2.3,1198,9.3,953,131,105,1588,1019,13.2,56.0,0.8446,2004,3,31,3,20
507,1.5,1060,5.5,787,81,91,1418,833,12.6,57.0,0.8315,2004,3,31,3,21
508,1.4,1050,5.1,769,60,79,1409,759,12.3,57.8,0.8224,2004,3,31,3,22
509,1.2,1029,4.8,754,57,79,1395,749,12.0,58.4,0.8164,2004,3,31,3,23
510,1.6,1143,6.3,825,96,86,1477,978,12.0,61.6,0.8593,2004,4,1,4,0
511,1.2,1044,5.1,770,85,70,1425,944,11.5,63.9,0.8652,2004,4,1,4,1
512,1.1,1034,4.1,716,50,55,1405,891,10.7,67.2,0.863,2004,4,1,4,2
513,0.9,956,4.0,713,141,96,1422,849,9.0,73.1,0.8394,2004,4,1,4,3
514,0.7,909,2.4,615,57,49,1322,790,10.2,66.6,0.8299,2004,4,1,4,4
515,0.9,996,2.9,648,64,50,1340,852,11.0,63.7,0.8325,2004,4,1,4,5
516,1.7,1154,7.4,876,153,67,1561,987,9.6,68.8,0.8243,2004,4,1,4,6
517,4.2,1510,19.8,1291,342,94,1949,1435,9.5,69.6,0.8273,2004,4,1,4,7
519,4.6,1512,21.0,1323,304,139,2001,1677,16.2,48.6,0.8892,2004,4,1,4,9
520,2.8,1258,11.7,1040,192,113,1701,1282,19.2,39.6,0.8693,2004,4,1,4,10
521,1.6,1094,6.8,850,130,88,1489,871,19.7,38.4,0.8743,2004,4,1,4,11
522,1.7,1129,7.4,875,106,73,1524,759,20.6,36.7,0.8797,2004,4,1,4,12
523,1.7,1125,8.6,924,102,73,1542,790,21.8,33.9,0.8771,2004,4,1,4,13
524,1.7,1053,7.9,895,99,72,1446,942,17.2,48.6,0.9768,2004,4,1,4,14
525,1.9,1053,7.9,895,108,81,1446,942,17.2,48.6,0.9768,2004,4,1,4,15
526,2.3,1053,7.9,895,131,93,1446,942,17.2,48.6,0.9768,2004,4,1,4,16
527,3.3,1308,16.4,1193,163,106,1193,1187,23.6,27.5,0.7913,2004,4,1,4,17
528,4.2,1529,21.2,1331,211,132,2028,1399,22.8,32.1,0.8814,2004,4,1,4,18
529,5.5,1592,25.0,1429,267,164,2089,1644,20.8,36.7,0.8878,2004,4,1,4,19
530,4.9,1536,20.2,1302,269,161,1922,1599,18.3,40.9,0.8493,2004,4,1,4,20
531,2.5,1192,10.8,1007,154,124,1604,1223,16.8,44.0,0.8341,2004,4,1,4,21
532,2.0,1186,9.9,976,127,113,1570,1200,15.8,48.0,0.8569,2004,4,1,4,22
533,2.0,1203,8.5,920,122,103,1529,1118,14.9,52.0,0.8757,2004,4,1,4,23
534,2.0,1139,8.0,899,126,104,1514,1067,14.1,54.4,0.8701,2004,4,2,5,0
535,1.3,1072,5.6,795,84,93,1442,1048,13.3,58.8,0.8922,2004,4,2,5,1
536,1.0,954,3.2,667,58,60,1350,718,13.3,60.9,0.9229,2004,4,2,5,2
537,0.9,951,3.3,673,141,96,1381,797,11.8,64.3,0.8869,2004,4,2,5,3
538,1.5,926,2.8,638,37,52,1342,749,11.2,65.9,0.8775,2004,4,2,5,4
539,0.7,968,2.6,628,56,66,1372,737,11.3,72.9,0.9738,2004,4,2,5,5
540,1.1,1067,4.3,727,91,82,1448,903,11.4,71.8,0.9671,2004,4,2,5,6
541,2.6,1386,13.0,1083,159,109,1833,1159,11.9,73.7,1.0254,2004,4,2,5,7
542,3.9,1474,20.3,1306,190,114,2060,1365,12.6,70.2,1.0221,2004,4,2,5,8
543,5.0,1569,20.7,1316,249,139,2054,1510,13.6,65.3,1.0136,2004,4,2,5,9
544,3.3,1375,15.9,1177,196,127,1898,1386,16.9,52.3,1.0013,2004,4,2,5,10
545,2.9,1328,14.2,1123,180,127,1821,1368,19.4,44.1,0.9855,2004,4,2,5,11
546,3.1,1341,15.9,1176,167,135,1825,1347,22.9,33.8,0.9322,2004,4,2,5,12
547,3.0,1297,16.1,1183,159,130,1773,1242,23.6,31.3,0.9001,2004,4,2,5,13
548,2.7,1303,14.7,1139,152,126,1761,1138,24.7,30.5,0.9371,2004,4,2,5,14
549,2.7,1281,14.0,1116,149,121,1703,1080,26.1,27.3,0.9101,2004,4,2,5,15
550,2.6,1248,13.6,1103,143,122,1632,1002,27.6,22.8,0.8288,2004,4,2,5,16
551,3.7,1382,19.7,1288,185,138,1799,1212,26.9,22.3,0.7792,2004,4,2,5,17
552,4.5,1491,23.3,1385,223,165,1915,1486,24.3,30.1,0.9012,2004,4,2,5,18
553,4.7,1620,24.1,1407,215,154,2052,1567,21.2,40.1,0.9978,2004,4,2,5,19
554,5.5,1693,25.4,1439,271,168,2083,1723,19.4,42.5,0.9483,2004,4,2,5,20
555,3.0,1374,14.1,1121,180,146,1685,1399,18.5,43.0,0.9074,2004,4,2,5,21
556,1.9,1287,10.1,982,115,124,1582,1291,17.8,47.0,0.9467,2004,4,2,5,22
557,2.3,1408,12.1,1052,149,124,1684,1443,16.8,53.2,1.01,2004,4,2,5,23
558,1.6,1254,9.0,941,98,106,1566,1270,17.1,51.8,0.999,2004,4,3,6,0
559,1.3,1141,6.3,827,73,88,1488,1110,16.2,54.2,0.9933,2004,4,3,6,1
560,1.2,1141,5.3,777,69,83,1455,1060,15.1,58.2,0.9886,2004,4,3,6,2
561,0.9,1042,3.8,697,141,96,1410,965,15.1,57.6,0.9796,2004,4,3,6,3
562,0.8,986,3.0,651,60,74,1380,891,14.5,58.0,0.9488,2004,4,3,6,4
563,0.8,1005,3.3,673,56,64,1387,905,13.7,61.6,0.9631,2004,4,3,6,5
564,0.9,1041,3.5,683,73,69,1398,899,13.9,59.6,0.9408,2004,4,3,6,6
565,2.0,1272,9.5,959,159,91,1660,1136,13.3,61.7,0.9399,2004,4,3,6,7
566,3.0,1436,15.2,1154,203,96,1872,1391,15.1,55.8,0.9486,2004,4,3,6,8
567,3.1,1472,14.3,1126,211,106,1816,1460,17.0,50.5,0.9684,2004,4,3,6,9
568,1.5,1418,11.2,1023,141,96,1720,1410,19.7,43.3,0.9837,2004,4,3,6,10
569,1.5,1410,11.4,1030,141,96,1743,1372,20.7,41.7,1.0092,2004,4,3,6,11
570,1.5,1438,13.4,1096,141,96,1779,1266,23.3,35.8,1.0098,2004,4,3,6,12
